constituency,count,candidate_id,candidate,incumbent,party,votes,status,seats,quota,turnout,tvp,spoilt,electorate
Carlow-Kilkenny,1,kathleen funchion,Kathleen Funchion,TRUE,SF,17493,elected,5,12274,74189,73643,546,114343
Carlow-Kilkenny,1,john mcguinness,John McGuinness,TRUE,FF,10558,running,5,12274,74189,73643,546,114343
Carlow-Kilkenny,1,jennifer murnane o'connor,Jennifer Murnane O'Connor,FALSE,FF,9351,running,5,12274,74189,73643,546,114343
Carlow-Kilkenny,1,bobby aylward,Bobby Alyward,TRUE,FF,7550,running,5,12274,74189,73643,546,114343
Carlow-Kilkenny,1,john paul phelan,John Paul Phelan,TRUE,FG,6396,running,5,12274,74189,73643,546,114343
Carlow-Kilkenny,1,pat deering,Pat Deering,TRUE,FG,5929,running,5,12274,74189,73643,546,114343
Carlow-Kilkenny,1,malcolm noonan,Malcolm Noonan,FALSE,GP,4942,running,5,12274,74189,73643,546,114343
Carlow-Kilkenny,1,patrick o'neill,Patrick O'Neill,FALSE,FG,3674,running,5,12274,74189,73643,546,114343
Carlow-Kilkenny,1,alan hayes,Alan Hayes,FALSE,IND,2347,running,5,12274,74189,73643,546,114343
Carlow-Kilkenny,1,denis hynes,Denis Hynes,FALSE,LAB,2208,running,5,12274,74189,73643,546,114343
Carlow-Kilkenny,1,adrienne wallace,Adrienne Wallace,FALSE,PBP-S,1558,running,5,12274,74189,73643,546,114343
Carlow-Kilkenny,1,helena byrne,Helena Byrne,FALSE,REN,992,running,5,12274,74189,73643,546,114343
Carlow-Kilkenny,1,melissa o'neill,Melissa O'Neill,FALSE,IFP,431,running,5,12274,74189,73643,546,114343
Carlow-Kilkenny,1,angela ray,Angela Ray,FALSE,IND,214,running,5,12274,74189,73643,546,114343
Carlow-Kilkenny,2,kathleen funchion,Kathleen Funchion,TRUE,SF,,elected,5,12274,74189,73643,546,114343
Carlow-Kilkenny,2,john mcguinness,John McGuinness,TRUE,FF,11021,running,5,12274,74189,73643,546,114343
Carlow-Kilkenny,2,jennifer murnane o'connor,Jennifer Murnane O'Connor,FALSE,FF,9723,running,5,12274,74189,73643,546,114343
Carlow-Kilkenny,2,bobby aylward,Bobby Alyward,TRUE,FF,7791,running,5,12274,74189,73643,546,114343
Carlow-Kilkenny,2,john paul phelan,John Paul Phelan,TRUE,FG,6498,running,5,12274,74189,73643,546,114343
Carlow-Kilkenny,2,pat deering,Pat Deering,TRUE,FG,6037,running,5,12274,74189,73643,546,114343
Carlow-Kilkenny,2,malcolm noonan,Malcolm Noonan,FALSE,GP,5504,running,5,12274,74189,73643,546,114343
Carlow-Kilkenny,2,patrick o'neill,Patrick O'Neill,FALSE,FG,3723,running,5,12274,74189,73643,546,114343
Carlow-Kilkenny,2,alan hayes,Alan Hayes,FALSE,IND,2951,running,5,12274,74189,73643,546,114343
Carlow-Kilkenny,2,denis hynes,Denis Hynes,FALSE,LAB,2610,running,5,12274,74189,73643,546,114343
Carlow-Kilkenny,2,adrienne wallace,Adrienne Wallace,FALSE,PBP-S,3350,running,5,12274,74189,73643,546,114343
Carlow-Kilkenny,2,helena byrne,Helena Byrne,FALSE,REN,1164,eliminated,5,12274,74189,73643,546,114343
Carlow-Kilkenny,2,melissa o'neill,Melissa O'Neill,FALSE,IFP,666,eliminated,5,12274,74189,73643,546,114343
Carlow-Kilkenny,2,angela ray,Angela Ray,FALSE,IND,331,eliminated,5,12274,74189,73643,546,114343
Carlow-Kilkenny,3,kathleen funchion,Kathleen Funchion,TRUE,SF,,elected,5,12274,74189,73643,546,114343
Carlow-Kilkenny,3,john mcguinness,John McGuinness,TRUE,FF,11298,running,5,12274,74189,73643,546,114343
Carlow-Kilkenny,3,jennifer murnane o'connor,Jennifer Murnane O'Connor,FALSE,FF,9895,running,5,12274,74189,73643,546,114343
Carlow-Kilkenny,3,bobby aylward,Bobby Alyward,TRUE,FF,7920,running,5,12274,74189,73643,546,114343
